id,area,name,type,type2,Lat,Lon,totalcar
A32,士林區,捷運芝山站轉乘停車場,2,,25.101658069936246,121.52282334081991,168
A36,士林區,新光天母傑仕堡停車場,2,,25.116293960435893,121.53352188371116,187
A38,士林區,臺北市士林區行政中心地下停車場,2,,25.092837674208045,121.51976656699294,24
A40,士林區,新光醫院地下停車場,2,,25.096392090207193,121.5203575601365,55
A41,士林區,福林第一停車場,2,,25.092353749596015,121.52751479862346,50
A46,士林區,龍昌大樓機電管理顧問股份有限公司陽明營業處,2,,25.105659502705908,121.53164893952282,39
A51,士林區,蘭雅停車場,2,,25.1069188560252,121.52657196895562,49
A54,士林區,峰群停車場,2,,25.085131870905606,121.5230261159873,86
A56,士林區,劍潭海外青年活動中心停車場,2,,25.077508656999964,121.52379389224102,47
A58,士林區,士林電機仰德大樓停車場,2,,25.105032501037464,121.52509272750314,237
A6,士林區,美德街平面停車場,2,,25.096098571698178,121.52505308512585,15
A60,士林區,愛馬屋社子場停車場,2,,25.08649408719894,121.50702363863023,62
A88,士林區,雙溪公園平面停車場,2,,25.0980238782332,121.53719776368818,7
A92,士林區,天母東側停車場,2,,25.118512812960716,121.53063226461808,99
A96,士林區,新光三越百貨公司天母分公司,2,,25.11790989781731,121.53416804834592,146
A98,士林區,新光人壽教育會館停車場,2,,25.09154455943826,121.52094475275655,109
AA1,士林區,博客停車場士林中正站,2,,25.09543571162686,121.52742660915405,16
AA11,士林區,TIMES天玉街,2,,25.123284748479243,121.53097308191037,45
AA12,士林區,宏達經營管理顧問有限公司延平北停車場,2,,25.080211401054193,121.51115796450668,48
AA16,士林區,基河停車場,2,,25.093626194241903,121.5184160373999,37
AA19,士林區,台北新天地停車場,2,,25.09066541435863,121.52279274633115,146
AA2,士林區,福安停車場,2,,25.095438186006138,121.52724416047582,0
AA20,士林區,愛馬屋天母場,2,,25.11150423756239,121.53730779701516,30
AA21,士林區,嘟嘟房士林國小站,2,,25.094487657173808,121.52456903275025,36
AA22,士林區,士林華榮停車場,2,,25.09639158925554,121.522563937417,26
AA23,士林區,文化大學大恩館停車塔,2,,25.1366662548921,121.53870527489975,40
AA24,士林區,博客停車場天母站,2,,25.119042966359444,121.52927228026503,11
AA25,士林區,士林一品停車場,2,,25.08791910006037,121.52330819808235,50
AA26,士林區,嘟嘟房士林大南站停車場,2,,25.08878750334533,121.51764209558041,22
AA3,士林區,巧愛公寓地下室停車場,2,,25.10651933793429,121.51953557788444,16
AA30,士林區,天母停車場,2,,25.11785452378901,121.52627416976851,37
AA31,士林區,陽光667停車場,2,,25.09173925852695,121.5218272942902,10
AA33,A02,嘟嘟房士林基河站停車場,2,,25.09101225172908,121.52050684524326,47
AA34,士林區,基河(二)停車場(北投士林保管場),2,,25.094070949073117,121.51894675459579,43
AA35,士林區,聖賢大樓停車場,2,,25.09098089415641,121.52009714552793,57
AA37,士林區,中山北路六段776巷民營停車場,2,,25.115577013427934,121.52892603196513,11
AA38,士林區,328停車場,2,,25.094380551036444,121.51864698916175,49
AA39,士林區,TIMES頂好天母北店,2,,25.123501349527398,121.53298853364932,21
AA40,士林區,至善公園平面停車場,2,,25.098089298922343,121.53842284068182,33
AA41,士林區,葫蘆國小夜間停車場,2,,25.083880336011845,121.50758124446916,27
AA43,士林區,TIMES基河路2,2,,25.09501624889215,121.5178975711616,50
AA44,士林區,芝玉停車場,2,,25.107479808870245,121.53387069912351,12
AA46,士林區,福林公園大客車平面停車場,2,,25.095675613271485,121.52951987729247,0
AA48,士林區,通河西街一段堤外平面停車場,2,,25.082633731089015,121.51366034953817,49
AA49,士林區,新長越天玉街停車場,2,,25.119274300630497,121.52998433944886,15
AA5,士林區,Times 天母 SOGO,2,,25.105478555847103,121.52420929521566,368
AA50,士林區,嘟嘟房士林德行站,2,,25.10705102081796,121.52707205358685,50
AA51,士林區,TIMES基河路第3停車場,2,,25.093783346241565,121.51859551527356,19
AA52,士林區,福志停車場,2,,25.093881191679124,121.51872189310355,12
AA53,士林區,台灣聯通士林官邸停車場,2,,25.095714428129956,121.53161905824798,67
AA54,士林區,德行停車場,2,,25.10530437848581,121.52305834315685,66
AA56,士林區,臺北市立陽明高級中學活動中心地下停車場,2,,25.0921365922994,121.51712313484943,20
AA58,士林區,福林路大客車平面停車場,2,,25.096394832516474,121.53271979830984,0
AA59,士林區,助安168福港停車場,2,,25.08576000203633,121.51753283576426,50
AA7,士林區,琦機天母停車場,2,,25.1136427007626,121.52724688774548,9
AA8,士林區,誼光747停車場,2,,25.09450347384261,121.51858220646979,44
AB10,士林區,冷水坑停車場,2,,25.165997210867015,121.56374548589967,71
AB11,士林,福安國中平面停車場,2,,25.103384537706663,121.48745419314963,5
AB12,士林,鴻藶有限公司天母停車場,2,,25.11632519963655,121.5268910261881,16
AB13,士林,欣翰士林官邸大廈收費停車場,2,,25.09369115062994,121.52842662579191,0
B2,北投區,磺港溪廣場停車場,2,,25.133446268901324,121.50208103238185,41
B30,北投區,振興醫療財團法人振興醫院附設停車場,2,,25.11744441059234,121.52224870027004,133
B31,北投區,台北榮民總醫院地面停車場,2,,25.11971845968958,121.5213144073111,323
B36,北投區,小油坑停車場,2,,25.176903183115204,121.54722993671125,47
B37,北投區,愛馬屋石牌停車場,2,,25.112470026904816,121.51074419932843,32
B39,北投區,國立陽明大學校園場地管理中心停車場,2,,25.119663420558624,121.51340707887711,16
B53,北投區,嘟嘟房北投榮華站停車場,2,,25.114115834668972,121.52134623990706,48
B54,北投區,東華停車場,2,,25.113453737783523,121.51677811136939,85
B55,北投區,仲信商務中心停車場,2,,25.130500360044323,121.49879113807555,344
B57,北投區,豪庭電機股份有限公司裕民停車場,2,,25.115080328357664,121.51637724172546,48
B61,北投區,陽信總行大樓停車場,2,,25.1138422248078,121.51209207917113,69
B62,北投區,臺北榮民總醫院2號門地下室停車場,2,,25.119133117334822,121.52052346250474,366
B66,北投區,國立臺北藝術大學停車場,2,,25.13074235047685,121.46623438989539,34
B76,北投區,臺北市立關渡醫院停車場,2,,25.1201791432041,121.4664030226882,53
B79,北投區,台北市北投區行政中心地下室停車,2,,25.132512736577226,121.50277318648304,15
B8,北投區,知行路平面停車場,2,,25.12105760749398,121.46795523676161,52
B81,北投區,嘟嘟房和信站停車場,2,,25.12834045470219,121.47200988129372,85
B82,北投區,嘟嘟房關渡站平面停車場,2,,25.129317641667676,121.47194542105555,45
B86,北投區,驛站東華停車場,2,,25.11414089876145,121.51626329982217,6
B87,北投區,弘盛開發股份有限公司停車場,2,,25.128228627886223,121.46803562907088,44
B90,北投區,中正高中停車場,2,,25.102476535419417,121.51640961357083,65
B91,北投區,北投國中教職員工停車場,2,,25.13494020862675,121.50361275017276,37
B92,北投區,台北榮民總醫院立體停車場,2,,25.119165970867453,121.51940308708805,906
B93,北投區,臺北市立明德國民中學附設停車場,2,,25.10763017786252,121.51834527782448,20
BA01,北投區,洲美快速道路高架橋下平面停車場,2,,25.104650446577395,121.4988745946695,19
BA05,北投區,石牌圖書館停車場,2,,25.113054980796274,121.52258779798652,29
BA06,北投區,悅園停車場,2,,25.138796304069736,121.50552015130158,74
BA07,北投區,社團法人臺北市野鳥學會停車場,2,,25.119451531341504,121.46962453066422,19
BA08,北投區,應安168石牌停車場,2,,25.116423533891272,121.51754393869382,58
BA09,北投區,關渡自然公園停車場,2,,25.119201320928603,121.46942044199545,24
BA11,北投區,立功停車場,2,,25.125950291669753,121.47079098195279,21
BA12,北投區,嘟嘟房北投榮華站停車場,2,,25.113557122044593,121.52369084715667,48
BA13,北投區,沃瑪停車場北投站,2,,25.121360524733465,121.50231726499717,33
BA14,北投區,金龍行停車場,2,,25.116458363189953,121.50809109826835,49
BA15,北投,Times北投西安街,2,,25.119654499932786,121.5107525012134,47
BA18,北投區,中央南路停車場,2,,25.132654075560776,121.50175720068916,65
BA20,北投區,昶泰行,2,,25.0334224871593,121.56869733808834,16
BA21,北投區,三合街平面停車場,2,,25.126597442101243,121.50405113662245,82
BA22,北投區,泉源站停車場,2,,25.137213598218803,121.50491253445514,9
BA23,北投區,關渡國小運動中心停車場,2,,25.12605359539433,121.46673765419564,16
BA24,北投區,晟晁大業停車場,2,,25.137052015475955,121.49821613456405,11
BA25,北投區,捷運北投旅客服務中心附屬停車場,2,,25.13650526605779,121.4815207981023,15
BA26,北投,北台國際開發有限公司大業停車場,2,,25.137212644542174,121.49892089185693,13
BA27,北投,中央停車場,2,,25.127433884812493,121.46676337330766,21
BA31,北投區,沃瑪停車場三合站,2,,25.12657467950902,121.50431704138354,31
BB01,士林區,Times中山北路七段1,2,,25.12528514299564,121.53346810560271,8
BB02,北投區,臺北國際醫旅停車場,2,,25.137414237985944,121.50372220668889,74
BB03,北投區,博客停車場北投新興場,2,,25.140591987212325,121.48743033171198,35
BB04,北投區,應安168東華停車場,2,,25.11280446112611,121.51733681722432,31
BB05,北投區,Naviparkg石牌場,2,,25.114861307594044,121.51479168198694,70
BB06,北投區,明明德停車場,2,,25.107056087905686,121.51837042947642,30
BB07,北投區,驛馬站收費停車場(北投場),2,,25.13531418881766,121.50568383891346,38
BB08,北投區,明德站停車場,2,,25.10617405702565,121.51961494223083,15
BB09,北投區,三軍總醫院北投區,2,,25.14015239291971,121.5096343518422,99
BB11,北投區,三軍總醫院北投院區機車停車場,2,,25.140126712983246,121.51010781511037,0
C1,大同區,慶昌橋下停車場,2,,25.0762404285954,121.51554899660083,86
C100,大同區,臺北市大同區太平國民小學,2,,25.061933080669462,121.51153868897389,20
C101,大同區,臺北市立重慶國民中學停車場,2,,25.076181464183275,121.51770458657843,25
C103,大同區,保安停車場,2,,25.073857653573295,121.51759364040305,10
C104,大同區,台北市永樂市場地下1樓停車場,2,,25.054863007743503,121.51037948765486,20
C106,大同區,TIMES承德路2,2,,25.061486299926123,121.51787996708546,18
C107,大同區,臺北市大同運動中心停車場,2,,25.064784706318903,121.51621137822045,46
C108,大同區,TIMES承德路3,2,,25.061803651047516,121.51708463415555,125
C109,大同區,文化京都大樓管理委員會附設停車場,2,,25.055323104917754,121.5167957923481,50
C11,大同區,迪化污水處理場平面停車場,2,,25.072346322010542,121.5103010018126,91
C110,大同區,助安168承德停車場,2,,25.061740255349324,121.51698523647794,93
C1108,大同區,達客瑪停車場,2,,25.07338215509054,121.51886849781586,18
C112,大同區,敦煌路大型客車臨時平面停車場,2,,25.07685466794111,121.51719442850327,0
C116,大同區,銘益國際企業有限公司漢廷長安停車場,2,,25.050818861023256,121.51659405362582,62
C117,大同區,承德橋下停車場,2,,25.077567782371123,121.51928457021512,181
C12,大同區,保安第二停車場,2,,25.073626971946208,121.51770066794178,4
C121,大同區,TIMES承德酒泉停車場,2,,25.071249147142826,121.51949983829584,13
C123,大同區,嘟嘟房台北車站後站停車場,2,,25.049819134365794,121.51766195653974,44
C46,大同區,廣德利停車場,2,,25.049859557563547,121.51554939542478,11
C48,大同區,三號水門堤外停車場,2,,25.052006962381316,121.50632190066477,130
C50,大同區,玉泉公園停車場,2,,25.05024586970967,121.50688990409331,24
C52,大同區,三德觀光大飯店停車場,2,,25.064869030940336,121.51860402996225,30
C66,大同區,龍昌大樓機電管理顧問股份有限公司中興營業處,2,,25.05106546724486,121.50857917005261,80
C68,大同區,承德路停車場,2,,25.069426494748434,121.51800578600292,49
C69,大同區,全國停車場重慶站,2,,25.059125019809755,121.51383012613108,481
C70,大同區,理想停車場,2,,25.053669610588624,121.51118774533987,22
C72,大同區,五號水門堤外停車場,2,,25.05648586450582,121.50781872496347,69
C73,大同區,臺北市大同區行政中心地下停車場,2,,25.066317502885518,121.51577815953827,81
C74,大同區,民生停車場,2,,25.056723649881096,121.5126068173865,39
C77,大同區,應安168夏合延平北停車場,2,,25.068495066416293,121.51072238944066,13
C80,大同區,鄭州路機車停車場,2,,25.049165689606333,121.51580423948755,0
C81,大同區,禾典太源站停車場,2,,25.049828786639285,121.5163524429598,105
C83,大同區,歸綏停車場,2,,25.058161784908645,121.5086103979961,16
C92,大同區,鴻吉有限公司重慶營業所,2,,25.06059479881488,121.51327794462019,49
C95,大同區,明倫高中停車場,2,,25.075939293614393,121.51964006182646,26
C96,大同區,嘟嘟房太原站停車場,2,,25.052206869758482,121.515276916866,31
C98,大同區,愛馬屋大同場,2,,25.06814147500518,121.51400261528893,46
C99,大同區,雙蓮國小停車場,2,,25.06077132572094,121.51647750608801,24
CC01,大同區,臺北市大同區大同國民小學民眾夜間月租停車場,2,,25.064692571399583,121.5163190213617,13
CC02,大同區,TIMES承德酒泉第2,2,,25.05959284518068,121.51843518361677,7
CC03,大同區,嘟嘟房寧夏站停車場,2,,25.061590067069975,121.51427803828092,45
CC04,大同,助安168承德二停車場,2,,25.062353523943425,121.51795416546246,21
CC05,大同區,星聚點壹號文創延平站,2,,25.056279276735822,121.51179195316764,153
CC06,大同區,Times迪化街,2,,25.052990388662742,121.51055443092727,5
D10,萬華區,華中橋堤外停車場,2,,25.015768864565494,121.49625652351106,417
D100,萬華區,臺北市萬華區老松國民小學附設停車場,2,,25.03743158892929,121.50357597376261,34
D101,萬華區,新和國小停車場,2,,25.027662926001845,121.50258294662628,31
D102,萬華區,民和停車場,2,,25.025624448686685,121.4973758073631,27
D104,萬華區,嘟嘟房西門中華站停車場,2,,25.04092657452236,121.5073354155904,19
D105,萬華區,華江橋下停車場,2,,25.03547032814537,121.49226495008377,38
D106,萬華區,華中橋堤外(一)平面停車場,2,,25.017049210897312,121.49242299593783,66
D108,萬華區,環河快速道路停車場,2,,25.03191899825751,121.48858449250822,35
D113,萬華區,嘟嘟房環南市場站停車場,2,,25.030291706570885,121.48927599172734,164
D116,萬華區,台北市第一果菜批發市場堤外專屬停車場,2,,25.01582579639633,121.4985227077962,1586
D12,萬華區,馬場町紀念公園平面停車場,2,,25.020583663617757,121.50604156757814,69
D120,萬華區,TIMES昆明街,2,,25.039371239350704,121.50449615601586,9
D31,萬華區,便利停車場昆明站,2,,25.046508960279205,121.50519685156203,117
D32,萬華區,新光育樂股份有限公司獅子林停車場,2,,25.04565392060245,121.50642485919698,87
D35,萬華區,今日育樂大樓停車場,2,,25.043763443039662,121.50539365739691,17
D37,萬華區,台灣聯通誠品停車場,2,,25.045141844123226,121.50573735898125,18
D4,萬華區,桂林路底堤外停車場,2,,25.039062164426117,121.49556343535436,74
D42,萬華區,新長越內江壹站停車場,2,,25.041099177864158,121.50327522138141,12
D46,萬華區,冠華停車場,2,,25.019399709515433,121.49997102784127,42
D49,萬華區,康成停車場,2,,25.043024119855193,121.50231087187481,13
D54,萬華區,叭叭房水源停車場,2,,25.019331662973446,121.5012689153123,20
D6,萬華區,雙園平面停車場,2,,25.032527744944996,121.48835605941919,147
D61,萬華區,新長越內江站停車場,2,,25.041238509987814,121.50297488165128,6
D62,萬華區,根基西園停車場,2,,25.03941163127313,121.4989676561976,19
D63,萬華區,台灣聯通大世界停車場,2,,25.04310521382307,121.5051465499618,93
D64,萬華區,便利停車場長沙二站,2,,25.040778493933278,121.50560609386864,19
D66,萬華區,華江停車場,2,,25.033495917287446,121.49068332192496,49
D67,萬華區,環河停車場,2,,25.033270724671173,121.4901239364098,18
D71,萬華區,萬華停車場,2,,25.032934093309454,121.49060345094254,28
D72,萬華區,大理停車場,2,,25.03385257493015,121.49572459814235,45
D76,萬華區,綠堤停車場,2,,25.03206479726987,121.4923962370263,49
D8,萬華區,環南市場地下停車場,2,,25.02978768782188,121.48960243975189,78
D83,萬華區,_亭萬華停車場,2,,25.03469323859446,121.50028568662367,30
D85,萬華區,便利停車場東園站,2,,25.023811782915427,121.49761563182612,11
D89,萬華區,長揚停車場康定站,2,,25.03203925057767,121.50036071443306,21
D91,萬華,Times萬華運動中心停車場,2,,25.04733413950036,121.50704697951767,47
D92,萬華,Times萬華夜市,2,,25.035866050491553,121.49743524352034,17
D94,萬華區,華江高中活動中心地下停車場,2,,25.028509721075274,121.4964223973885,35
D95,萬華區,環南堤外停車場,2,,25.029794641258107,121.48785842687074,445
D96,萬華區,臺北市立龍山國民中學停車場,2,,25.03594886452929,121.50603235872062,23
D97,萬華區,西門國小停車場,2,,25.04302634019308,121.50384814984395,32
DA01,萬華區,台灣聯通阿曼TIT停車場,2,,25.044488513812855,121.50673571512357,22
DA02,萬華區,台大醫院北護分院地下停車場,2,,25.041837803493493,121.50355178919459,31
DD01,萬華區,驛馬站收費停車場(中華場),2,,25.026798828988042,121.5068217058625,28
E16,中山區,中山收費停車場,2,,25.051645654180277,121.52091609408916,45
E17,中山區,Times基湖路2,2,,25.07780383062266,121.5643812422199,15
E21,中山區,華陰街臨時平面停車場,2,,25.049231620207006,121.52036161702104,25
E22,中山區,新生公園平面停車場,2,,25.0685644284404,121.53089278936821,29
E23,中山區,Times明水路,2,,25.082126390421394,121.55225398055929,49
E24,中山區,Times 北安路4,2,,25.079319174344214,121.54111087337193,105
E25,中山區,遠百企業(股)公司大直分公司停車場,2,,25.08137061262757,121.55609864551484,194
E26,中山區,TIMES民生合江,2,,25.057587979692077,121.53928210360215,6
E27,中山區,南京復興停車場,2,,25.053208806710774,121.54247151647088,79
E28,中山區,大發停車場,2,,25.063209423914717,121.52514554656149,16
E30,中山區,亞都麗緻大飯店停車場,2,,25.062808801646852,121.52999823547698,19
E33,中山區,國賓大飯店停車場,2,,25.056829671202127,121.52303168998498,29
E37,中山區,民族魚市場停車場,2,,25.066305169449002,121.53711148934872,120
E39,中山區,欣欣停車場,2,,25.053894965402428,121.52702635464787,101
E5,中山區,新生北路高架橋下停車場,2,,25.063245107617686,121.52775074130619,727
E55,中山區,嘟嘟房天祥站停車場,2,,25.063041557085224,121.52047603646177,103
E56,中山區,中山區行政中心停車場,2,,25.064399311003886,121.53350516922352,63
E65,中山區,歐華酒店附設停車場,2,,25.068106446688287,121.52556784364626,32
E77,中山區,台灣聯通安東停車場,2,,25.04607831525153,121.54180219905822,39
E82,中山區,萬萬電腦收費停車場,2,,25.065146168873962,121.52253203067386,21
E85,中山區,TIMES長安東路4,2,,25.04888318331582,121.52676254893078,15
E86,中山,嘟嘟房長安1站停車場,2,,25.04888318331582,121.52676254893078,12
E87,中山,長安東一站停車場,2,,25.048561898823458,121.52783904936308,1
E88,中山區,德惠停車場,2,,25.066876874765818,121.52330547661053,11
E888,中山,Times建國農安,2,,25.065114853322946,121.53627045761631,10
E89,中山,嘟嘟房大直2站停車場,2,,25.0851643617879,121.5521241221122,49
E93,中山區,"薇閣停車場
薇閣停車",2,,25.06056374276196,121.52655678724015,22
EA0,中山區,中山碩尚停車場,2,,25.064255307155857,121.524051275515,5
EA6,中山區,皇廷停車場中山一站,2,,25.049090618410496,121.52160220456196,10
EA8,中山區,新長越中山北路停車場,2,,25.050182217751804,121.52234223963644,11
EB3,中山區,科技島管理顧問股份有限公司安婷停車場,2,,25.055961143365376,121.53038524462126,77
EB4,中山區,新長越五常街停車場,2,,25.064470951551417,121.5422002894334,18
EB7,中山區,金富康新北停車場,2,,25.057582601337547,121.52794331888934,24
EB9,中山區,叭叭房長安站停車場,2,,25.048700455796265,121.52586284071963,16
EC0,中山區,叭叭房八德二停車場,2,,25.045510831709535,121.53871063333818,25
EC6,中山區,長寧大廈地下B1停車場,2,,25.054421500747974,121.5424797574857,36
ED0,中山區,長春金融大樓停車場,2,,25.055003773590997,121.53210872168988,181
ED1,中山區,晟晁新安停車場,2,,25.051658049951282,121.54083327898236,89
ED9,中山區,台灣聯通將捷二場停車場,2,,25.06129307439536,121.53291161398805,59
EE07,中山區,長安東路停車場,2,,25.048817056728584,121.52490438490442,62
EE10,中山區,禾典長春站,2,,25.054388688128913,121.53835178700675,10
EE11,中山區,民生站,2,,25.05910137074861,121.52364117280736,6
EE12,中山區,佳佳廣場計時收費停車場,2,,25.058578307022287,121.5337000996727,8
EE13,中山區,TIMES四平街,2,,25.05378065676301,121.53194007346029,20
EE14,中山區,Times林森五?通,2,,25.049543548647268,121.52561066908578,8
EE15,中山區,南京復興(二)停車場,2,,25.052915038451186,121.54246078339887,138
EE16,中山區,新長越中山大樓停車場,2,,25.056251081332842,121.52345300178875,79
EE17,中山區,萬豪酒店客用停車場,2,,25.08042157814594,121.55886761798274,265
EE18,中山區,詮營敬業停車場,2,,25.08427459291835,121.554212104759,37
EE19,中山區,明水一平面停車場,2,,25.07967854004635,121.55288381879892,49
EE20,中山區,台北美福大飯店地下停車場,2,,25.08031463957025,121.5537018749379,320
EE21,中山區,TIMES長安新生,2,,25.047450061541184,121.53124377825573,23
EE22,中山區,便利停車場天祥站,2,,25.064260240893788,121.52206125577581,58
EE23,中山區,禾典長春站,2,,25.05651101661897,121.52560652383329,39
EE24,中山區,台灣聯通天祥停車場,2,,25.06386529875367,121.52051588788198,11
EE25,中山區,長春立體停車場,2,,25.055369330068803,121.53218702148642,96
EE26,中山區,鴻棋有限公司興安營業所,2,,25.057522422775214,121.54320625099493,24
EE27,中山區,Times南京一江街,2,,25.05233824994651,121.53126829378384,37
EE28,中山區,嘟嘟房四平站停車場,2,,25.053009851313753,121.53578888342011,22
EE29,中山區,長春路平面停車場,2,,25.055369330068803,121.53218702148642,22
EE3,中山區,喜華士停車場,2,,25.062908348584166,121.52819426167645,11
EE4,中山區,國賓大飯店行政大樓停車場,2,,25.05724778794101,121.52363410160925,111
EE5,中山區,嘟嘟房晴光站停車場,2,,25.06511635934876,121.52398270908189,48
EE6,中山區,喜華士停車場新生站,2,,25.063368998196992,121.52816266910304,21
EE8,中山區,建國北路高架橋下,2,,25.05691869650421,121.53693965597851,1983
EF0,中山區,實踐大學停車場,2,,25.08358334265211,121.54612731194318,191
EF3,中山區,助安168長春停車場,2,,25.054464295824072,121.54189998406761,23
EH4,中山區,合發大樓停車場,2,,25.064528528670234,121.52663028429478,26
EH7,中山區,冠偵有限公司,2,,25.061482459207717,121.52221472583359,1
EH9,中山區,台灣聯通建國停車場,2,,25.046920405607057,121.53707075301857,68
EI1,中山區,台灣聯通南京停車場,2,,25.052269472394773,121.53519089144527,241
EI2,中山區,六福皇宮停車場,2,,25.052206239903146,121.54098157508,177
EI6,中山區,嘟嘟房民權二站停車場,2,,25.062141610623815,121.53775648240746,368
EJ11,中山區,助安民生停車場,2,,25.05920783669666,121.54351473321292,3
EJ64,中山區,TIMES復興南路,2,,25.04679000156095,121.54366834472347,21
EJ66,中山區,佛原德惠停車場,2,,25.067581999960186,121.52308245816518,15
EJ67,中山區,潤泰創新國際股份有限公司中崙分公司地下收費停車場,2,,25.047050093135926,121.54236120450345,356
EJ69,中山區,嘟嘟房林森站停車場,2,,25.05591313224212,121.52520446932552,54
EJ70,中山區,日鑫鎮金殿停車場,2,,25.063955115348286,121.52047983378408,10
EK10,中山區,鴻瑞停車場,2,,25.059269242421152,121.52364319651589,25
EK11,中山區,中山停車場,2,,25.06018912790497,121.52431011606448,57
EK12,中山區,基隆河美堤段河濱公園平面停車場,2,,25.076843820995425,121.55484006377483,472
EK14,中山區,中崙第二停車場,2,,25.045468148379896,121.54016850412309,49
EK15,中山區,中崙第一停車場,2,,25.04566208694757,121.53948192979499,49
EK18,中山區,柏盛股份有限公司停車場,2,,25.05954547411909,121.52539946849089,27
EK19,中山區,便利停車場長春二站,2,,25.054606739592387,121.53628215257258,12
EK20,中山區,全方位開發股份有限公司停車場,2,,25.052498167511835,121.52221632245556,30
EK21,中山區,圓山大飯店停車場,2,,25.077768484237968,121.525904748943,357
EK22,中山區,長揚停車場松江二站,2,,25.05072979959096,121.533491651904,4
EK23,中山區,富偉松江場,2,,25.05727648988243,121.53281358486062,4
EK24,中山區,中東停車場,2,,25.048631426711705,121.52774783739595,2
EK25,中山區,維多利亞酒店附設停車場,2,,25.08427683167224,121.55888393968216,84
EK28,中山區,便利停車場建國三站,2,,25.049873996768376,121.53629333496167,95
EK33,中山區,樂群臨時平面停車場,2,,25.082395879356824,121.55881827779027,161
EK39,中山區,長揚停車場北安站,2,,25.08307825464655,121.54975151073711,39
EK40,中山,台北北安停車場,2,,25.079876038042578,121.54862317798793,49
EK43,中山區,合江停車場,2,,25.053750923994414,121.53932216121058,46
EK48,中山區,金利達樂群停車場,2,,25.08242939479113,121.55688927821888,259
EK49,中山區,民生東路停車場,2,,25.058244644978515,121.52369625535017,6
EK5,中山區,美麗信酒店停車場,2,,25.04518484917628,121.5374068335218,119
EK55,中山區,松清國際企業社松清停車場,2,,25.060531212935693,121.5299663806199,22
EK57,中山區,神旺商務酒店停車場,2,,25.051723216007275,121.526788579638,48
EK6,中山區,建國停車場,2,,25.04752642545124,121.53945629051772,40
EK64,中山區,志亨停車場,2,,25.06342965494948,121.53516796780424,13
EK65,中山區,南山民生停車場,2,,25.05760954153224,121.5383223812116,360
EK67,中山區,台灣聯通中山北停車場,2,,25.058864280671628,121.52313666835344,50
EK69,中山區,民生停車場,2,,25.057564581700987,121.52216032739655,15
EK7,中山區,興林開發有限公司林森站,2,,25.05558992300759,121.52567344947397,23
EK70,中山區,TIMES行天宮,2,,25.06371999219377,121.53513776039973,15
EK8,中山區,嘟嘟房復興北站停車場,2,,25.06443136263984,121.54386557695324,52
EK93,中山區,安婷停車場俠隱場,2,,25.052256661104863,121.54220039886985,52
EK94,中山區,禾典南京站,2,,25.051280326530016,121.54274238077124,12
EK97,中山區,吉林停車場,2,,25.04980897987387,121.52883179646186,10
EL10,中山區,台灣聯通德惠場停車場,2,,25.066127476830637,121.52287637655527,10
EL100,中山區,長揚停車場松江站,2,,25.05900294074443,121.5346501913604,6
EL101,中山區,宏達經營管理顧問有限公司龍江停車場,2,,25.051470943917238,121.5380242322655,25
EL103,中山區,應安168僑信停車場,2,,25.0564615050639,121.52679211019766,92
EL104,中山區,台灣捷通林森停車場,2,,25.06011683111544,121.52577598810797,90
EL106,中山區,雙城停車場,2,,25.06557126927863,121.52379272747172,24
EL107,中山區,尚志農安停車場,2,,25.0650478658185,121.52715032532942,4
EL109,中山區,台灣聯通晴光商圈停車場,2,,25.06381858985987,121.52534587242828,92
EL110,中山區,洛碁南京停車場,2,,25.05163728787942,121.5371871614681,57
EL111,中山區,基隆河大佳段河濱公園停車場,2,,25.073772291100326,121.54160639450991,281
EL112,中山區,長安東一停車場,2,,25.047035792304932,121.52934324942542,14
EL113,中山區,長安東二站,2,,25.047195067637052,121.5292159881734,13
EL114,中山區,嘟嘟房新生北站停車場,2,,25.054481320635297,121.52578911834817,40
EL115,中山區,長春一停車場,2,,25.05473385330503,121.52714424362189,70
EL116,中山區,新光三越百貨股份有限公司台北南西分公司三館停車場,2,,25.052892189186103,121.52080227841984,32
EL117,中山區,安原停車場,2,,25.051828498424335,121.52864545679692,12
EL118,中山區,TIMES林森八條通,2,,25.05051885271587,121.5271830570819,9
EL119,大同區,中山美學停車場,2,,25.051837668321582,121.5201104093214,51
EL120,中山區,嘟嘟房林森2站停車場,2,,25.050931240512814,121.52520415945382,126
EL121,中山區,應安168國賓停車場,2,,25.057001949291607,121.52399905128166,4
EL122,中山區,宏達經營管理顧問有限公司林森停車場,2,,25.0608366590606,121.52541600203473,59
EL123,中山區,TIMES市民大道,2,,25.047335055796886,121.52873642094805,11
EL124,中山區,便利停車場建國站（中山大同保管場）,2,,25.053467670721464,121.53770454233333,43
EL126,中山區,嘟嘟房新興國中站停車場,2,,25.060908363246998,121.52587032878448,86
EL127,中山區,大倉久和大飯店地下停車場,2,,25.0524440625605,121.52354955742616,136
EL128,中山區,長揚停車場八德站,2,,25.04651628093434,121.53710304539567,26
EL130,中山區,TIMES松江路停車場,2,,25.056737850930155,121.53095103983927,8
EL131,中山區,TIMES松江路2停車場,2,,25.05649095544271,121.53091052576224,7
EL132,中山區,新興國中站營業所,2,,25.06091372741855,121.52577148943682,14
EL22,中山區,中山大樓停車場,2,,25.055226720756156,121.52199702414303,135
EL23,中山區,新長越長安成停車場,2,,25.04870596280852,121.5281280354371,13
